"farmer","siteid_source","siteid","gridpointid","gridcellid_rainfall","rainfallregime","gridcellid_smoist","gridcellid_temp","year","NDWDMTBelow13.8C","GDDBelow13.8","S","LowestADMT31","alt4gridcell_temp","rains","start_wet","end_wet","Ndays","Nwetdays","Ndrydays","rainfallacc","smoist_Ndayswthobs","smoistacc","avgsmoistbefNdayswthobs","avgsmoistbef","temp_avdm","temp_mindm","temp_maxdm","Ndryspls2days","Ndryspls3days","Ndryspls4days","Ndryspls5days","Ndryspls6days","Ndryspls7days","Ndryspls8days","Ndryspls9days","Ndryspls10days","Ndryspls11days","Ndryspls12days","Ndryspls13days","Ndryspls14days","Ndryspls15days","Ndryspls16days","Ndryspls17days","Ndryspls18days","Ndryspls19days","Ndryspls20ormoredays","Ndrysplmaxlgth","Ndrysplfst20days","Ndrysplaft50days","dmtperc2.5","dmtperc5","dmtperc10","dmtperc25","dmtperc75","dmtperc90","dmtperc95","dmtperc97.5","county","region","m_asl"
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2009,0,0,359,293.44,1429.35,"LR",75,161,86,50,36,540.1,72,23.33,10,0.1968,294.43,291.75,297,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,11,5,292.2913,292.7748,293.3003,293.7733,294.735,295.8386,296.2117,296.485,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2009,0,0,359,293.44,1429.35,"SR",248,336,88,45,43,463.12,75,22.99,8,0.2578,294.41,293,295.75,4,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,293,293.1018,293.4102,293.8231,294.8223,295.1582,295.2435,295.4004,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2010,0,0,199,293.41,1429.35,"LR",75,161,86,64,22,689.45,74,27.25,10,0.2772,294.42,292.25,296,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,292.539,292.9144,293.3236,293.7665,295.0353,295.3731,295.5458,295.6809,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2010,0,0,199,293.41,1429.35,"SR",248,336,88,56,32,421.8,76,26.5,10,0.3101,294.26,292.75,295.75,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,292.768,292.9512,293.2365,293.6269,294.6269,295.1104,295.3296,295.4407,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2011,0,0,236,293.03,1429.35,"LR",75,161,86,57,29,561.93,75,25.1,7,0.1974,294.23,292.5,296.5,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,292.6441,292.8604,293.2167,293.6612,294.514,295.0345,295.3589,295.491,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2011,0,0,236,293.03,1429.35,"SR",248,336,88,60,28,604.23,70,26.59,9,0.3059,293.44,291.25,295.25,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,291.5263,291.7986,292.235,292.7715,293.8606,294.4372,294.8015,294.9857,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2012,0,0,183,292.87,1429.35,"LR",75,161,86,53,33,601.27,69,24.36,7,0.1764,294.2,292,297.75,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,292.0806,292.5698,292.7655,293.0188,294.6246,296.6852,297.0651,297.2377,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2012,0,0,183,292.87,1429.35,"SR",248,336,88,58,30,628.12,72,26.13,7,0.3138,294.04,292,295.75,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,292.0188,292.2027,292.5405,293.1261,294.6689,295.0405,295.1757,295.247,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2013,0,0,204,293.16,1429.35,"LR",75,161,86,59,27,712.45,76,27.23,10,0.2695,294.03,292.25,297,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,11,292.54,292.8158,293.0298,293.4625,294.3278,294.7225,295.1457,295.469,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2013,0,0,204,293.16,1429.35,"SR",248,336,88,59,29,464.31,77,26.57,10,0.2932,294.23,292.25,295.75,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,292.765,292.9016,293.1189,293.4797,294.6954,295.1649,295.3506,295.4908,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2014,0,0,234,293.46,1429.35,"LR",75,161,86,58,28,633.22,78,26.07,7,0.2335,294.31,292.5,296,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,292.6436,293.2603,293.3934,293.7192,294.6652,295.1241,295.464,295.7337,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2014,0,0,234,293.46,1429.35,"SR",248,336,88,60,28,519.73,76,26.14,8,0.3093,294.22,291.5,296,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,291.9009,292.536,293.0676,293.5766,294.7748,295.1306,295.3018,295.4865,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2015,0,0,317,293.44,1429.35,"LR",75,161,86,69,17,793.15,77,28.34,10,0.1755,294.21,292.25,299.25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,292.25,292.3621,292.8036,293.3922,294.3101,295.1018,298.1779,298.9627,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2015,0,0,317,293.44,1429.35,"SR",248,336,88,63,25,701.04,78,28.07,9,0.3053,294.36,292.25,296.5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,292.5138,292.6541,292.8711,293.4199,294.9983,295.513,295.9001,296.2277,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2016,0,0,183,293.35,1429.35,"LR",75,161,86,55,31,748.02,77,27.7,10,0.2734,294.86,293,297.5,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,9,293,293.1622,293.5946,294.0135,295.0946,296.6982,297.2252,297.3649,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2016,0,0,183,293.35,1429.35,"SR",248,336,88,45,43,355.97,80,26.12,10,0.3006,294.77,292.5,296.5,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,292.8484,293.4289,293.6371,294.0856,295.3148,295.6191,295.7433,295.9034,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2017,0,0,195,293.85,1429.35,"LR",75,161,86,54,32,720.25,76,27.95,8,0.2592,294.87,292.75,297,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,293.0393,293.537,293.8604,294.2177,295.1281,296.0768,296.213,296.464,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2017,0,0,195,293.85,1429.35,"SR",248,336,88,50,38,491.91,78,28.81,9,0.3382,294.31,292,296.5,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,292.1532,292.8198,293.0405,293.563,294.7297,295.1171,295.4009,295.9504,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2018,0,0,107,293.17,1429.35,"LR",75,161,86,71,15,870.85,77,30.19,9,0.3179,293.58,291.75,295.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,291.8476,292.0278,292.3844,292.8874,293.9872,294.4039,294.5616,294.738,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2018,0,0,107,293.17,1429.35,"SR",248,336,88,45,43,415.02,78,27.35,9,0.348,294.66,292.5,296.25,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,292.804,293.1757,293.5773,293.9565,295.1089,295.3979,295.5518,295.7357,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2019,0,0,337,293.29,1429.35,"LR",75,161,86,57,29,577.48,78,27.3,9,0.2968,295.11,292.75,298.5,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,3,293.0148,293.1932,293.4004,293.8263,295.7085,297.0496,297.8438,298.218,"Vihiga","Vihiga",1500
"farmer_996","FinalCoordinates",40,40,65,2,6,20,2019,0,0,337,293.29,1429.35,"SR",248,336,88,67,21,820.32,80,31.22,10,0.356,293.93,291.5,296,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,292.1036,292.7613,292.8829,293.2252,294.2027,295.009,295.1937,295.4504,"Vihiga","Vihiga",1500
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1981,0,0,195,293.94,1310.491,"LR",63,153,90,72,18,630.17,0,0,0,0,294.65,292.75,296.75,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,293.0103,293.0903,293.2505,293.8991,295.0203,295.5008,295.725,296.4417,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1981,0,0,195,293.94,1310.491,"SR",260,341,81,36,45,256.97,0,0,0,0,294.93,293,297,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,293.004,293.2082,293.5726,294.1772,295.4104,295.947,296.1872,296.3754,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1982,0,0,321,293.52,1310.491,"LR",63,153,90,48,42,478.51,0,0,0,0,294.97,292.5,297.75,5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,3,292.6577,292.9414,293.5248,293.8979,295.5796,296.6254,297.1877,297.5608,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1982,0,0,321,293.52,1310.491,"SR",260,341,81,44,37,392.67,0,0,0,0,294.15,291.75,296.25,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,291.8806,292.1329,292.8221,293.3536,294.4933,295.6149,295.8761,295.9572,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1983,0,0,365,293.76,1310.491,"LR",63,153,90,45,45,414.4,0,0,0,0,295.88,294,298,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,5,4,294.2803,294.5446,294.8208,295.1772,296.2823,296.6507,297.1912,297.4715,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1983,0,0,365,293.76,1310.491,"SR",260,341,81,44,37,362.82,0,0,0,0,294.37,292.5,296,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,292.6541,292.959,293.3829,293.7788,294.7422,295.2467,295.45,295.6251,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1984,0,0,331,293.48,1310.491,"LR",63,153,90,25,65,269.48,0,0,0,0,295.35,292.75,298.5,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,16,9,16,293.0608,293.7803,293.999,294.5515,295.8466,296.7502,297.3143,297.6884,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1984,0,0,331,293.48,1310.491,"SR",260,341,81,29,52,274.97,0,0,0,0,294.37,291.5,296.75,6,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,4,4,292.262,292.756,293.0083,293.5601,294.9895,295.8093,296.1194,296.3716,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1985,0,0,101,293.19,1310.491,"LR",63,153,90,51,39,572.57,0,0,0,0,294.08,291.75,297.75,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,11,6,292.0683,292.4407,292.6689,293.2635,294.1584,296.2485,297.1254,297.5638,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1985,0,0,101,293.19,1310.491,"SR",260,341,81,35,46,205.89,0,0,0,0,294.39,292,296.75,1,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,4,5,292.0903,292.2663,292.6989,293.6642,295.024,295.4948,295.7515,295.9179,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1986,0,0,199,293.35,1310.491,"LR",63,153,90,58,32,591.04,0,0,0,0,294.23,292,296,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,292.0641,292.6246,293.0651,293.6977,294.6066,294.999,295.2953,295.4795,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1986,0,0,199,293.35,1310.491,"SR",260,341,81,44,37,369.49,0,0,0,0,294.56,292.75,296.75,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,292.754,293.0063,293.3386,293.707,295.0883,295.8691,296.2455,296.5858,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1987,0,0,157,293.99,1310.491,"LR",63,153,90,55,35,488.59,0,0,0,0,294.77,292.75,297,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,292.9074,293.0776,293.3158,293.9242,295.3153,295.9194,296.3151,296.6895,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1987,0,0,157,293.99,1310.491,"SR",260,341,81,39,42,324.33,0,0,0,0,295.21,293,296.75,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,293,293.259,293.6382,294.6141,295.7102,296.1982,296.4948,296.6261,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1988,0,0,366,293.7,1310.491,"LR",63,153,90,56,34,613.7,0,0,0,0,295.04,292.25,297.25,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,293.0658,293.6264,293.8766,294.287,295.4782,296.299,296.5643,296.8446,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1988,0,0,366,293.7,1310.491,"SR",260,341,81,34,47,273.24,0,0,0,0,294.55,293,296.25,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,293.0033,293.1301,293.3839,293.8914,295.0398,295.3456,295.7392,296.0841,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1989,0,0,4,293.56,1310.491,"LR",63,153,90,49,41,472.87,0,0,0,0,294.31,292.25,297.25,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,5,292.5353,292.8156,293.0959,293.5413,294.8026,295.4182,295.7085,295.8987,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1989,0,0,4,293.56,1310.491,"SR",260,341,81,40,41,294.37,0,0,0,0,294.76,292.5,296.5,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,3,5,292.7643,293.3168,293.5571,294.0175,295.1787,295.7993,295.9995,296.2517,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1990,0,0,63,294.11,1310.491,"LR",63,153,90,74,16,539.52,0,0,0,0,294.56,293,295.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,293.0626,293.4379,293.6682,294.0536,294.8869,295.0921,295.1947,295.2448,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1990,0,0,63,294.11,1310.491,"SR",260,341,81,29,52,177.44,0,0,0,0,294.99,293,296.75,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,293.1314,293.3829,293.8071,294.2913,295.5638,295.9467,296.247,296.4159,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1991,0,0,300,293.58,1310.491,"LR",63,153,90,62,28,560.37,0,0,0,0,294.86,293,297.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,2,293.2117,293.527,293.7477,294.0405,295.0811,296.2477,296.9279,297.0946,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1991,0,0,300,293.58,1310.491,"SR",260,341,81,35,46,254.8,10,23.17,0,0,294.44,292,296.75,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,292.1712,292.5135,292.9462,293.474,295.1904,296.0796,296.2508,296.5836,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1992,0,0,177,293.84,1310.491,"LR",63,153,90,42,48,341.44,29,20.07,1,0.1639,295.54,293.25,299,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,11,3,293.509,293.5896,293.7508,294.6774,295.9897,297.3769,298.1251,298.4705,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1992,0,0,177,293.84,1310.491,"SR",260,341,81,33,48,235.7,31,20.01,4,0.2564,294.69,293,296.75,4,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,8,6,293.0863,293.259,293.5368,293.8972,295.2072,295.7965,295.9992,296.3746,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1993,0,0,22,294.06,1310.491,"LR",63,153,90,49,41,476.99,35,22.45,5,0.2328,295.09,293.25,296.75,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,293.5128,293.6249,293.8351,294.5113,295.4712,295.9512,296.1264,296.2385,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1993,0,0,22,294.06,1310.491,"SR",260,341,81,27,54,194.92,32,18.15,6,0.1821,295.6,293.5,297.25,1,2,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,4,11,293.5038,293.7552,294.0067,294.8138,296.2665,296.4992,296.6982,296.8746,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1994,0,0,327,293.71,1310.491,"LR",63,153,90,54,36,603.74,35,23.72,7,0.174,294.95,292.75,297,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,293.0648,293.6264,293.9539,294.3198,295.3493,295.8003,296.0641,296.3448,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1994,0,0,327,293.71,1310.491,"SR",260,341,81,49,32,377.39,26,19.73,3,0.2477,294.7,292.5,297.25,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,292.5095,292.8186,293.1419,293.6744,295.5906,296.2277,296.6652,296.9933,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1995,0,0,184,293.97,1310.491,"LR",63,153,90,45,45,474.16,32,24.35,2,0.2249,295.07,292.75,297,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,293.5115,293.6264,293.9199,294.3113,295.5195,296.2513,296.5959,296.7362,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1995,0,0,184,293.97,1310.491,"SR",260,341,81,43,38,343.1,29,20.69,2,0.2421,295.08,293.5,297,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,293.5,293.6331,293.8609,294.3689,295.5636,295.9139,296.1662,296.4955,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1996,0,0,342,294.11,1310.491,"LR",63,153,90,54,36,567.33,41,25.1,5,0.2669,295.07,292.75,297,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,293.2733,293.4604,293.8221,294.3241,295.5791,296.2513,296.5746,296.6895,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1996,0,0,342,294.11,1310.491,"SR",260,341,81,35,46,273.73,29,19.06,4,0.2297,295.06,292.5,297,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,292.7567,293.2567,293.7748,294.5405,295.4595,295.9955,296.1982,296.3739,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1997,0,0,334,293.44,1310.491,"LR",63,153,90,49,41,456.51,28,22.83,6,0.1504,295.24,292.25,299.5,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,12,8,292.5185,292.7145,293.2515,293.7958,295.8786,298.3171,298.6945,298.9702,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1997,0,0,334,293.44,1310.491,"SR",260,341,81,41,40,382.47,16,23.64,2,0.1618,295.12,291.75,298.25,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,13,4,292.0103,292.5048,293.2595,293.728,296.4412,297.5993,297.8141,297.9442,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1998,0,0,1,293.9,1310.491,"LR",63,153,90,39,51,380.52,32,24.69,4,0.2318,295.79,293.75,297.5,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,13,1,12,293.7838,294.0653,294.4407,295.0788,296.3101,297.0008,297.3123,297.4062,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1998,0,0,1,293.9,1310.491,"SR",260,341,81,30,51,176.64,20,20.93,4,0.2542,295.55,294.25,296.75,2,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3,9,294.25,294.255,294.5103,295.1109,295.774,296.2445,296.4973,296.6249,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1999,0,0,192,294.19,1310.491,"LR",63,153,90,60,30,596.2,34,25.66,1,0.1618,294.7,292.75,296.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,9,292.8301,292.9702,293.4187,293.8911,295.1644,295.6529,295.8771,295.9892,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,1999,0,0,192,294.19,1310.491,"SR",260,341,81,49,32,393.23,15,21.43,5,0.2187,295.04,292.5,296.75,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,292.5085,293.0148,293.6316,294.1549,295.6992,296.2395,296.4139,296.499,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2000,0,0,337,293.9,1310.491,"LR",63,153,90,48,42,455.99,20,24.85,0,0,295.49,292.75,297.75,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,293.3756,293.8161,294.0013,294.8621,295.9332,296.2485,296.709,296.9692,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2000,0,0,337,293.9,1310.491,"SR",260,341,81,51,30,410.92,17,22.62,0,0,294.93,292.25,296.75,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,292.3806,292.7725,293.6329,294.1194,295.5383,295.8941,296.1239,296.25,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2001,0,0,16,293.84,1310.491,"LR",63,153,90,54,36,552.16,2,24.93,0,0,294.97,293.25,297.25,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,293.4062,293.5743,293.8746,294.3751,295.2961,295.7205,296.1249,296.4412,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2001,0,0,16,293.84,1310.491,"SR",260,341,81,45,36,388.91,16,21.99,1,0.1904,294.63,292.5,297,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,292.509,292.9234,293.3559,293.8288,295.1892,295.7027,296.1216,296.3739,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2002,0,0,117,294.24,1310.491,"LR",63,153,90,56,34,606.98,8,26.02,2,0.17,295.15,292.25,297.25,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,292.5653,293.1259,293.6914,294.5223,295.6384,295.9987,296.224,296.6895,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2002,0,0,117,294.24,1310.491,"SR",260,341,81,35,46,295.16,52,19.77,5,0.2319,295.65,293.25,297.75,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,293.5067,293.8806,294.1554,294.705,296.5608,296.9662,297.25,297.4977,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2003,0,0,191,294.19,1310.491,"LR",63,153,90,55,35,578.13,51,22.5,6,0.1993,295.69,292.75,298.5,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,5,293.0033,293.4522,293.8609,294.5228,296.3761,297.5618,298.005,298.3158,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2003,0,0,191,294.19,1310.491,"SR",260,341,81,35,46,227.07,41,20,5,0.2592,295.69,293.75,297.75,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,4,6,293.8381,294.0063,294.3586,294.8151,296.2725,296.8091,297.1214,297.3736,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2004,0,0,110,294.52,1310.491,"LR",63,153,90,33,57,351.81,50,22.71,5,0.2698,295.39,293.25,298.5,4,3,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,11,7,11,293.313,293.6284,293.9016,294.4062,295.9722,296.8551,297.3754,298.1269,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2004,0,0,110,294.52,1310.491,"SR",260,341,81,43,38,353.92,43,20.42,6,0.2272,295.33,293.25,298,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,293.4212,293.754,294.0488,294.529,295.9792,296.5593,296.992,297.496,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2005,0,0,185,294.51,1310.491,"LR",63,153,90,59,31,596.29,50,23.15,6,0.228,295.72,292.5,298.25,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,293.0353,293.3173,293.749,294.5605,296.6269,297.5017,297.7262,297.8989,"Homa Bay","Homa Bay",1214
"farmer_746","FinalCoordinates",41,41,28,2,13,47,2005,0,0,185,294.51,1310.491,"SR",260,341,81,30,51,183.19,42,20.01,5,0.2804,295.84,293,297,4,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,10,9,293.5165,294.1612,294.7538,295.2983,296.3193,296.5796,296.7517,296.8759,"Homa Bay","Homa Bay",1214
