"farmer","region","year","season","trt","stem","striga","yield","start_year","start_season","siteid_source","siteid","gridpointid","gridcellid_rainfall","rainfallregime","gridcellid_smoist","gridcellid_temp","NDWDMTBelow13.8C","GDDBelow13.8","S","LowestADMT31","alt4gridcell_temp","start_wet","end_wet","Ndays","Nwetdays","Ndrydays","rainfallacc","smoist_Ndayswthobs","smoistacc","avgsmoistbefNdayswthobs","avgsmoistbef","temp_avdm","temp_mindm","temp_maxdm","Ndryspls2days","Ndryspls3days","Ndryspls4days","Ndryspls5days","Ndryspls6days","Ndryspls7days","Ndryspls8days","Ndryspls9days","Ndryspls10days","Ndryspls11days","Ndryspls12days","Ndryspls13days","Ndryspls14days","Ndryspls15days","Ndryspls16days","Ndryspls17days","Ndryspls18days","Ndryspls19days","Ndryspls20ormoredays","Ndrysplmaxlgth","Ndrysplfst20days","Ndrysplaft50days","dmtperc2.5","dmtperc5","dmtperc10","dmtperc25","dmtperc75","dmtperc90","dmtperc95","dmtperc97.5","county","m_asl","rownumber","rainfallaccm","yearf","dmtperc10degC","dmtperc90degC","rainfallaccm2","stemlog","strigalog","strigalog10","stem_p","stem_c","striga_p","striga_c","yield_p","yield_c","stemlog_p","stemlog_c","strigalog_p","strigalog_c","trt.labels","dmtperc90degC_s","Ndrysplfst20days_s","Ndrysplaft50days_s","dmtperc10degC_s","rainfallaccm_mean","dmtperc90degC_mean","dmtperc10degC_mean","Ndrysplfst20days_mean","Ndrysplaft50days_mean","yield_mean","stemlog_mean","strigalog_mean"
"farmer_254","Bondo",2013,"LR","p",2,28,3.946666667,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,222,294.99,1236.689,72,160,88,63,25,599.38,25,23.81,2,0.1884,295.5,293.25,298.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,10,293.5503,294.0358,294.3411,294.8366,295.8726,296.3631,296.6484,297.1989,"Siaya",1335,"11",0.59938,"2013",21.3411,23.3631,0.3592563844,1.09861228866811,3.36729582998647,1.46239799789896,2,8,28,322,3.946666667,1.253333333,1.09861228866811,2.19722457733622,3.36729582998647,5.77765232322266,"PPT",0.429657686935799,-1.23424276328894,1.88194763508267,1.21833301817593,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.42716465509439,3.18081736525864
"farmer_254","Bondo",2013,"LR","c",8,322,1.253333333,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,222,294.99,1236.689,72,160,88,63,25,599.38,25,23.81,2,0.1884,295.5,293.25,298.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,10,293.5503,294.0358,294.3411,294.8366,295.8726,296.3631,296.6484,297.1989,"Siaya",1335,"12",0.59938,"2013",21.3411,23.3631,0.3592563844,2.19722457733622,5.77765232322266,2.5092025223311,2,8,28,322,3.946666667,1.253333333,1.09861228866811,2.19722457733622,3.36729582998647,5.77765232322266,"Control",0.429657686935799,-1.23424276328894,1.88194763508267,1.21833301817593,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.42716465509439,3.18081736525864
"farmer_254","Bondo",2013,"SR","p",3,0,4,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,222,294.99,1236.689,294,341,47,28,19,197.64,15,12.09,2,0.289,295.98,294,298,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,294.0881,294.5886,294.965,295.1892,296.4264,297.0831,297.2312,297.4595,"Siaya",1335,"13",0.19764,"2013",21.965,24.0831,0.0390615696,1.38629436111989,0,0,3,14,0,226,4,2.2,1.38629436111989,2.70805020110221,0,5.4249500174814,"PPT",1.06015497868282,-0.567881534446183,-1.2231146808395,1.92828599346432,0.230913333333333,23.9878333333333,21.564,3,0,NA,2.25793851880145,3.92506249790667
"farmer_254","Bondo",2013,"SR","c",14,226,2.2,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,222,294.99,1236.689,294,341,47,28,19,197.64,15,12.09,2,0.289,295.98,294,298,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,294.0881,294.5886,294.965,295.1892,296.4264,297.0831,297.2312,297.4595,"Siaya",1335,"14",0.19764,"2013",21.965,24.0831,0.0390615696,2.70805020110221,5.4249500174814,2.35602585719312,3,14,0,226,4,2.2,1.38629436111989,2.70805020110221,0,5.4249500174814,"Control",1.06015497868282,-0.567881534446183,-1.2231146808395,1.92828599346432,0.230913333333333,23.9878333333333,21.564,3,0,NA,2.25793851880145,3.92506249790667
"farmer_254","Bondo",2014,"LR","p",2,0,3.6,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,234,295.27,1236.689,72,160,88,60,28,545.55,28,22.14,2,0.1194,295.81,293,297.75,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,293.3518,294.1031,294.6166,295.2775,296.2332,296.7658,297.0748,297.3506,"Siaya",1335,"15",0.54555,"2014",21.6166,23.7658,0.2976248025,1.09861228866811,0,0,2,10,0,190,3.6,1.2,1.09861228866811,2.39789527279837,0,5.25227342804663,"PPT",0.782298324972658,0.431660308817953,-0.29159598606285,1.53183204797553,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.42716465509439,3.18081736525864
"farmer_254","Bondo",2014,"LR","c",10,190,1.2,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,234,295.27,1236.689,72,160,88,60,28,545.55,28,22.14,2,0.1194,295.81,293,297.75,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,293.3518,294.1031,294.6166,295.2775,296.2332,296.7658,297.0748,297.3506,"Siaya",1335,"16",0.54555,"2014",21.6166,23.7658,0.2976248025,2.39789527279837,5.25227342804663,2.28103336724773,2,10,0,190,3.6,1.2,1.09861228866811,2.39789527279837,0,5.25227342804663,"Control",0.782298324972658,0.431660308817953,-0.29159598606285,1.53183204797553,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.42716465509439,3.18081736525864
"farmer_254","Bondo",2014,"SR","p",9,21,NA,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,234,295.27,1236.689,294,341,47,31,16,239.45,12,12.41,3,0.2464,296.05,293.75,297.75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,293.774,293.9182,294.6389,295.1354,296.721,297.2695,297.4177,297.4937,"Siaya",1335,"17",0.23945,"2014",21.6389,24.2695,0.0573363025,2.30258509299405,3.09104245335832,1.34242268082221,9,16,21,472,NA,NA,2.30258509299405,2.83321334405622,3.09104245335832,6.15909538849193,"PPT",1.22338372199064,-0.234700920024804,-1.2231146808395,1.55720783151281,0.230913333333333,23.9878333333333,21.564,3,0,NA,2.25793851880145,3.92506249790667
"farmer_254","Bondo",2014,"SR","c",16,472,NA,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,234,295.27,1236.689,294,341,47,31,16,239.45,12,12.41,3,0.2464,296.05,293.75,297.75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,293.774,293.9182,294.6389,295.1354,296.721,297.2695,297.4177,297.4937,"Siaya",1335,"18",0.23945,"2014",21.6389,24.2695,0.0573363025,2.83321334405622,6.15909538849193,2.67486114073781,9,16,21,472,NA,NA,2.30258509299405,2.83321334405622,3.09104245335832,6.15909538849193,"Control",1.22338372199064,-0.234700920024804,-1.2231146808395,1.55720783151281,0.230913333333333,23.9878333333333,21.564,3,0,NA,2.25793851880145,3.92506249790667
"farmer_254","Bondo",2015,"LR","p",0,0,4.23,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,317,294.85,1236.689,72,160,88,64,24,652.01,20,23.47,2,0.1064,295.72,293.25,300.75,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,2,293.28,293.5503,294.0909,294.8191,295.795,297.3491,300.1494,300.5698,"Siaya",1335,"19",0.65201,"2015",21.0909,24.3491,0.4251170401,0,0,0,0,16,0,240,4.23,2.2,0,2.83321334405622,0,5.48479693349065,"PPT",1.29308870035603,1.43120215208209,-0.602102217655067,0.933623554452316,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.42716465509439,3.18081736525864
"farmer_254","Bondo",2015,"LR","c",16,240,2.2,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,317,294.85,1236.689,72,160,88,64,24,652.01,20,23.47,2,0.1064,295.72,293.25,300.75,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,2,293.28,293.5503,294.0909,294.8191,295.795,297.3491,300.1494,300.5698,"Siaya",1335,"20",0.65201,"2015",21.0909,24.3491,0.4251170401,2.83321334405622,5.48479693349065,2.38201704257487,0,16,0,240,4.23,2.2,0,2.83321334405622,0,5.48479693349065,"Control",1.29308870035603,1.43120215208209,-0.602102217655067,0.933623554452316,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.42716465509439,3.18081736525864
"farmer_254","Bondo",2016,"LR","p",0,0,NA,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,182,294.95,1236.689,72,160,88,53,35,579.49,20,23.65,3,0.2459,296.33,294.25,299.25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,294.25,294.3501,294.8506,295.4612,296.7475,298.4492,298.7245,298.8997,"Siaya",1335,"21",0.57949,"2016",21.8506,25.4492,0.3358086601,0,0,0,0,5,0,260,NA,NA,0,1.79175946922805,0,5.56452040732269,"PPT",2.25643602070445,0.0984796943965747,-0.602102217655067,1.79810708599039,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.42716465509439,3.18081736525864
"farmer_254","Bondo",2016,"LR","c",5,260,NA,2012,"SR","FinalCoordinates",14,14,54,2,8,31,0,0,182,294.95,1236.689,72,160,88,53,35,579.49,20,23.65,3,0.2459,296.33,294.25,299.25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,294.25,294.3501,294.8506,295.4612,296.7475,298.4492,298.7245,298.8997,"Siaya",1335,"22",0.57949,"2016",21.8506,25.4492,0.3358086601,1.79175946922805,5.56452040732269,2.41664050733828,0,5,0,260,NA,NA,0,1.79175946922805,0,5.56452040732269,"Control",2.25643602070445,0.0984796943965747,-0.602102217655067,1.79810708599039,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.42716465509439,3.18081736525864
"farmer_287","Bondo",2012,"SR","p",3,33,7.57,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,183,294.55,1236.689,294,341,47,30,17,255.65,9,12.09,2,0.2854,295.58,293.25,297.5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,293.2968,293.5903,294.0881,294.6752,296.1897,296.6109,296.9129,297.2065,"Siaya",1330,"23",0.25565,"2012",21.0881,23.6109,0.0653569225,1.38629436111989,3.52636052461616,1.53147891704226,3,5,33,425,7.57,3.36,1.38629436111989,1.79175946922805,3.52636052461616,6.05443934626937,"PPT",0.646653838178758,-0.901062148867562,-1.2231146808395,0.930437357416265,0.230913333333333,23.9878333333333,21.564,3,0,NA,2.11261269912576,3.76512297248499
"farmer_287","Bondo",2012,"SR","c",5,425,3.36,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,183,294.55,1236.689,294,341,47,30,17,255.65,9,12.09,2,0.2854,295.58,293.25,297.5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,293.2968,293.5903,294.0881,294.6752,296.1897,296.6109,296.9129,297.2065,"Siaya",1330,"24",0.25565,"2012",21.0881,23.6109,0.0653569225,1.79175946922805,6.05443934626937,2.62940959910272,3,5,33,425,7.57,3.36,1.38629436111989,1.79175946922805,3.52636052461616,6.05443934626937,"Control",0.646653838178758,-0.901062148867562,-1.2231146808395,0.930437357416265,0.230913333333333,23.9878333333333,21.564,3,0,NA,2.11261269912576,3.76512297248499
"farmer_287","Bondo",2013,"LR","p",0,0,6.133333333,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,222,294.99,1236.689,72,160,88,63,25,599.38,25,23.81,2,0.1884,295.5,293.25,298.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,10,293.5503,294.0358,294.3411,294.8366,295.8726,296.3631,296.6484,297.1989,"Siaya",1330,"25",0.59938,"2013",21.3411,23.3631,0.3592563844,0,0,0,0,9,0,117,6.133333333,2.72,0,2.30258509299405,0,4.77068462446567,"PPT",0.429657686935799,-1.23424276328894,1.88194763508267,1.21833301817593,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.8925975271558,3.31619849171485
"farmer_287","Bondo",2013,"LR","c",9,117,2.72,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,222,294.99,1236.689,72,160,88,63,25,599.38,25,23.81,2,0.1884,295.5,293.25,298.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,10,293.5503,294.0358,294.3411,294.8366,295.8726,296.3631,296.6484,297.1989,"Siaya",1330,"26",0.59938,"2013",21.3411,23.3631,0.3592563844,2.30258509299405,4.77068462446567,2.07188200730613,0,9,0,117,6.133333333,2.72,0,2.30258509299405,0,4.77068462446567,"Control",0.429657686935799,-1.23424276328894,1.88194763508267,1.21833301817593,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.8925975271558,3.31619849171485
"farmer_287","Bondo",2013,"SR","p",6,0,4.8,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,222,294.99,1236.689,294,341,47,28,19,197.64,15,12.09,2,0.289,295.98,294,298,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,294.0881,294.5886,294.965,295.1892,296.4264,297.0831,297.2312,297.4595,"Siaya",1330,"27",0.19764,"2013",21.965,24.0831,0.0390615696,1.94591014905531,0,0,6,16,0,173,4.8,2,1.94591014905531,2.83321334405622,0,5.15905529921453,"PPT",1.06015497868282,-0.567881534446183,-1.2231146808395,1.92828599346432,0.230913333333333,23.9878333333333,21.564,3,0,NA,2.11261269912576,3.76512297248499
"farmer_287","Bondo",2013,"SR","c",16,173,2,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,222,294.99,1236.689,294,341,47,28,19,197.64,15,12.09,2,0.289,295.98,294,298,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,294.0881,294.5886,294.965,295.1892,296.4264,297.0831,297.2312,297.4595,"Siaya",1330,"28",0.19764,"2013",21.965,24.0831,0.0390615696,2.83321334405622,5.15905529921453,2.2405492482826,6,16,0,173,4.8,2,1.94591014905531,2.83321334405622,0,5.15905529921453,"Control",1.06015497868282,-0.567881534446183,-1.2231146808395,1.92828599346432,0.230913333333333,23.9878333333333,21.564,3,0,NA,2.11261269912576,3.76512297248499
"farmer_287","Bondo",2014,"LR","p",5,12,4,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,234,295.27,1236.689,72,160,88,60,28,545.55,28,22.14,2,0.1194,295.81,293,297.75,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,293.3518,294.1031,294.6166,295.2775,296.2332,296.7658,297.0748,297.3506,"Siaya",1330,"29",0.54555,"2014",21.6166,23.7658,0.2976248025,1.79175946922805,2.56494935746154,1.11394335230684,5,13,12,280,4,2.2,1.79175946922805,2.63905732961526,2.56494935746154,5.63835466933375,"PPT",0.782298324972658,0.431660308817953,-0.29159598606285,1.53183204797553,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.8925975271558,3.31619849171485
"farmer_287","Bondo",2014,"LR","c",13,280,2.2,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,234,295.27,1236.689,72,160,88,60,28,545.55,28,22.14,2,0.1194,295.81,293,297.75,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,293.3518,294.1031,294.6166,295.2775,296.2332,296.7658,297.0748,297.3506,"Siaya",1330,"30",0.54555,"2014",21.6166,23.7658,0.2976248025,2.63905732961526,5.63835466933375,2.44870631990508,5,13,12,280,4,2.2,1.79175946922805,2.63905732961526,2.56494935746154,5.63835466933375,"Control",0.782298324972658,0.431660308817953,-0.29159598606285,1.53183204797553,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.8925975271558,3.31619849171485
"farmer_287","Bondo",2014,"SR","p",6,11,NA,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,234,295.27,1236.689,294,341,47,31,16,239.45,12,12.41,3,0.2464,296.05,293.75,297.75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,293.774,293.9182,294.6389,295.1354,296.721,297.2695,297.4177,297.4937,"Siaya",1330,"31",0.23945,"2014",21.6389,24.2695,0.0573363025,1.94591014905531,2.484906649788,1.07918124604762,6,15,11,213,NA,NA,1.94591014905531,2.77258872223978,2.484906649788,5.36597601502185,"PPT",1.22338372199064,-0.234700920024804,-1.2231146808395,1.55720783151281,0.230913333333333,23.9878333333333,21.564,3,0,NA,2.11261269912576,3.76512297248499
"farmer_287","Bondo",2014,"SR","c",15,213,NA,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,234,295.27,1236.689,294,341,47,31,16,239.45,12,12.41,3,0.2464,296.05,293.75,297.75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,293.774,293.9182,294.6389,295.1354,296.721,297.2695,297.4177,297.4937,"Siaya",1330,"32",0.23945,"2014",21.6389,24.2695,0.0573363025,2.77258872223978,5.36597601502185,2.33041377334919,6,15,11,213,NA,NA,1.94591014905531,2.77258872223978,2.484906649788,5.36597601502185,"Control",1.22338372199064,-0.234700920024804,-1.2231146808395,1.55720783151281,0.230913333333333,23.9878333333333,21.564,3,0,NA,2.11261269912576,3.76512297248499
"farmer_287","Bondo",2015,"LR","p",6,8,6.37,2012,"SR","FinalCoordinates",21,21,54,2,8,31,0,0,317,294.85,1236.689,72,160,88,64,24,652.01,20,23.47,2,0.1064,295.72,293.25,300.75,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,2,293.28,293.5503,294.0909,294.8191,295.795,297.3491,300.1494,300.5698,"Siaya",1330,"33",0.65201,"2015",21.0909,24.3491,0.4251170401,1.94591014905531,2.19722457733622,0.954242509439325,6,15,8,314,6.37,3.04,1.94591014905531,2.77258872223978,2.19722457733622,5.75257263882563,"PPT",1.29308870035603,1.43120215208209,-0.602102217655067,0.933623554452316,0.5941075,24.2318,21.4748,5.25,4.25,NA,1.8925975271558,3.31619849171485
